ReTr(L),ImTr(L)
0.6647,-0.00666535
0.510235,-0.0815815
0.412067,-0.0137904
0.413075,-0.051451
0.401888,-0.0600435
0.380811,0.06259
0.395388,0.0779515
0.368988,0.124172
0.383321,0.0997655
0.393276,0.0895155
0.436258,0.0831415
0.436258,0.0831415
0.436258,0.0831415
0.390786,0.129833
0.378084,0.200986
0.411942,0.189277
0.403344,0.10761
0.393095,0.0463395
0.428831,0.0659855
0.40522,0.0323202
0.405585,-0.00362586
0.388932,0.0218515
0.346948,0.0463985
0.361214,0.192363
0.37165,0.2515
0.322489,0.330832
0.342139,0.249003
0.366015,0.270291
0.328495,0.319211
0.310086,0.330556
0.345877,0.320485
0.328467,0.316158
0.240533,0.263298
0.342776,0.192374
0.321927,0.240521
0.322798,0.242369
0.409659,0.162188
0.410699,0.239133
0.390398,0.213431
0.354391,0.221196
0.404994,0.245642
0.37413,0.255628
0.37611,0.249548
0.26279,0.268511
0.305362,0.130629
0.346739,0.114559
0.311984,0.133261
0.248028,0.0736935
0.245918,0.0738285
0.255997,0.162248
0.222195,0.136424
0.213551,0.225349
0.214219,0.200491
0.285455,0.192548
0.317098,0.175513
0.310454,0.145121
0.364977,0.157019
0.387948,0.105561
0.405506,0.05396
0.445712,0.0772495
0.412463,0.054295
0.43767,0.103087
0.431814,0.00641955
0.456257,-0.032807
0.364557,-0.101384
0.359635,-0.059298
0.383041,-0.111523
0.386723,-0.121919
0.4322,-0.176339
0.396432,-0.209636
0.414454,-0.195359
0.414454,-0.195359
0.323615,-0.0989155
0.406383,-0.168054
0.337608,-0.111586
0.37608,-0.0738835
0.436537,-0.096424
0.41245,-0.067668
0.452344,-0.094603
0.451221,-0.0648965
0.460794,-0.0770035
0.51211,-0.0051444
0.472782,0.0693325
0.41747,0.0416436
0.438176,0.076811
0.411056,0.0772185
0.343969,0.075031
0.279292,0.198373
0.298557,0.245431
0.387863,0.201593
0.325344,0.213281
0.238158,0.311523
0.252945,0.328311
0.24995,0.23712
0.282276,0.239295
0.339717,0.193572
0.261037,0.260842
0.341036,0.205495
0.382019,0.165205
0.350332,0.136778
0.350332,0.136778
0.371391,0.0441795
0.43858,0.00817525
0.43858,0.00817525
0.392589,-0.00193969
0.424386,-0.0670555
0.363094,-0.0732965
0.333424,-0.084563
0.324956,-0.077428
0.337968,-0.074528
0.391983,-0.0693745
0.337622,-0.0855265
0.286564,-0.0547205
0.362967,-0.065778
0.30132,-0.0799485
0.404307,-0.115941
0.409838,-0.0981775
0.282839,-0.0846305
0.282839,-0.0846305
0.353435,-0.167766
0.349583,-0.177777
0.40473,-0.169711
0.371955,-0.178387
0.382798,-0.169052
0.329097,-0.243295
0.297969,-0.228111
0.220612,-0.227861
0.282973,-0.193371
0.229129,-0.124124
0.324914,-0.171816
0.362665,-0.215334
0.38229,-0.178326
0.402865,-0.233607
0.382905,-0.225549
0.337822,-0.241712
0.295486,-0.249347
0.295486,-0.249347
0.238112,-0.257872
0.239856,-0.26593
0.251298,-0.191855
0.340705,-0.15132
0.338775,-0.207324
0.421058,-0.163253
0.399672,-0.233937
0.417112,-0.303833
0.382285,-0.235845
0.400369,-0.209618
0.420536,-0.207266
0.412114,-0.203662
0.412114,-0.203662
0.413996,-0.184881
0.414507,-0.162956
0.409927,-0.227431
0.322775,-0.195219
0.227299,-0.246723
0.252098,-0.249672
0.21503,-0.223299
0.246825,-0.169675
0.258259,-0.171469
0.191826,-0.213699
0.277292,-0.259682
0.357223,-0.194482
0.291382,-0.214579
0.314479,-0.179331
0.370308,-0.083614
0.373893,-0.0169526
0.324039,-0.00899185
0.369047,-0.0069153
0.400155,-0.0531765
0.395656,-0.00484855
0.409313,-0.0159237
0.369766,-0.00597515
0.387485,0.058602
0.385418,0.0283203
0.385418,0.0283203
0.379171,0.070631
0.391516,0.0475857
0.391516,0.0475857
0.403363,0.0375145
0.348971,0.058404
0.361206,0.0289815
0.3707,0.15713
0.430314,0.140365
0.431603,0.0522155
0.431603,0.0522155
0.410347,0.0755945
0.365184,0.0772855
0.392686,0.099376
0.280595,0.088421
0.358401,0.149335
0.354836,0.0677365
0.373067,0.052863
0.35705,0.077286
0.332295,0.0582835
0.298152,0.0334445
0.396216,0.0157362
0.383734,0.013069
0.456045,-0.0268845
0.390387,-0.106103
0.401378,-0.138274
0.48797,-0.0847265
0.415298,0.0443851
0.43402,-0.0966795
0.310953,-0.0507795
0.368607,-0.153775
0.334608,-0.142401
0.334608,-0.142401
0.338556,-0.117377
0.363649,-0.0846175
0.362425,-0.110506
0.380684,-0.0194724
0.419712,-0.0209278
0.441607,0.00347329
0.450593,0.0443248
0.411544,-0.0223107
0.39762,0.059915
0.403902,0.063074
0.371397,0.115303
0.412494,0.206384
0.402926,0.21214
0.347636,0.248408
0.345845,0.246358
0.318256,0.30285
0.245628,0.313991
0.291389,0.301026
0.305088,0.299733
0.305088,0.299733
0.380567,0.203829
0.380567,0.203829
0.29964,0.287802
0.325427,0.257134
0.377683,0.273033
0.414494,0.235306
0.338523,0.187875
0.356521,0.193593
0.321389,0.165131
0.33174,0.311999
0.261171,0.385771
0.269201,0.349079
0.257213,0.34727
0.257652,0.354869
0.295689,0.353625
0.298998,0.31361
0.248783,0.24904
0.284649,0.238889
0.247887,0.30497
0.235421,0.321008
0.297771,0.355087
0.398174,0.281649
0.37287,0.218922
0.317802,0.309466
0.361194,0.308028
0.340514,0.266687
