MDTU,0,2,4,6,8,10
10,0.0016675273,0.0030700487,0.0046931885,0.00548173,0.0056985572,0.0063838081
20,0.0038504087,0.0043356693,0.0050731592,0.0053689924,0.0070750639,0.0072492292
30,0.0034932827,0.0039566256,0.0043520985,0.0054438309,0.0068362617,0.0072683237
40,0.0034666818,0.004164517,0.0056879676,0.0065132986,0.0075055427,0.0080083735
50,0.0019373067,0.0024222163,0.0027948243,0.0034947625,0.0053308626,0.0057798778
60,0.0026487874,0.0030734765,0.0037101257,0.0040183287,0.0053798866,0.0065912401
70,0.0018405527,0.00294578,0.00355434,0.0040570827,0.0059461662,0.0063837261
80,0.0037988362,0.0041514292,0.0043958577,0.0051716251,0.0066851782,0.0072788913
90,0.0036724068,0.0042399408,0.0051388819,0.0057007752,0.0073071022,0.0077048957
100,0.0029459059,0.0037419852,0.0042089604,0.005103629,0.0072184803,0.0077232336
110,0.0028135911,0.0045167042,0.0050439839,0.0056015289,0.0070892835,0.0073379285
120,0.0023816093,0.0033863211,0.003963754,0.0052604157,0.0060122334,0.00630881
130,0.0021075366,0.0024064997,0.0042660852,0.0050173317,0.005490386,0.0059073828
140,0.0028169768,0.0031983856,0.003535663,0.0040728298,0.0057931638,0.0061718886
150,0.0039823061,0.0042525139,0.0054852353,0.0057628463,0.0071389969,0.0074731151
160,0.0014230212,0.0025963648,0.0035985204,0.0037880937,0.0050491886,0.0060766352
170,0.0019935894,0.0023108717,0.0043459781,0.0051556878,0.0057500028,0.0060488299
180,0.0032256774,0.0040052098,0.0049011419,0.0059590345,0.0064368336,0.0073004082
190,0.0032242805,0.003488564,0.0043723054,0.0050002762,0.0056361661,0.006612655
200,0.0028738902,0.0037476417,0.0044359978,0.0058845066,0.0063548423,0.0070914034
210,0.0025252382,0.00330398,0.0038154257,0.0049221504,0.0054720221,0.0064755745
220,0.0034985771,0.0043790347,0.0052415148,0.0059282786,0.0072047953,0.0074382802
230,0.003523064,0.0038482367,0.004148688,0.0052711225,0.007047392,0.0073968646
240,0.0033329862,0.0042206004,0.0049703834,0.0051047329,0.0065478045,0.0071679515
250,0.0027880635,0.003059809,0.0039481161,0.0051633054,0.0057529759,0.0059670499
260,0.0025920388,0.0030505926,0.0047260329,0.005594773,0.0058324759,0.0065516027
270,0.003303735,0.0038362455,0.0046370885,0.0051818587,0.0066772808,0.0070003207
280,0.0032374977,0.0042029087,0.0051233854,0.0060857353,0.0071290217,0.0077721652
290,0.0034874759,0.0041018989,0.0052456389,0.0064142573,0.0072813196,0.007686571
300,0.0030169008,0.0032777068,0.0051616521,0.0053911261,0.0065278446,0.0075086015
310,0.0038613998,0.0051112015,0.0056662121,0.0068303549,0.0079483067,0.00814572
320,0.0032670994,0.004267521,0.0048448235,0.0055877035,0.0072861125,0.0076864811
330,0.0026530237,0.0034888265,0.0046101573,0.0058595199,0.0069365788,0.0074770767
340,0.0035759545,0.0050687329,0.0053426582,0.0061784344,0.0071907566,0.0077957656
350,0.0031612962,0.0037639018,0.0054275155,0.0058331582,0.0068864228,0.0073786603
360,0.0041436064,0.0052969171,0.0059441919,0.0067042249,0.0080866599,0.0083075031
370,0.004587696,0.0047570845,0.0056136658,0.0062039533,0.0078831832,0.0080023353
380,0.004209906,0.0051025549,0.0056333761,0.0067241774,0.0076603591,0.0083341749
390,0.0050812517,0.0052936188,0.0058737428,0.006504036,0.0081551448,0.0083053335
400,0.0038291803,0.004397356,0.0059007116,0.006648996,0.0078487235,0.0082064078
410,0.0040668417,0.0048585202,0.0059209647,0.0063013008,0.0074123936,0.0083649971
420,0.0020758134,0.0030290479,0.0038256535,0.0042818979,0.0051561686,0.0058679113
430,0.0016160161,0.0021096608,0.0027065625,0.0029840889,0.0035215758,0.004756047
440,0.0019777508,0.0028156234,0.0036181706,0.0041337917,0.0046509492,0.0050869512
450,0.0021854214,0.0026440544,0.0044109957,0.0047961773,0.0053322601,0.0058828001
460,0.0017700178,0.0037423152,0.0047770753,0.0052741961,0.0059721301,0.0069772111
470,0.0028147479,0.004441043,0.0047680828,0.0061456361,0.0072268498,0.0074291011
480,0.0045636224,0.0056033514,0.0061992781,0.0068200224,0.0078284746,0.0080925172
490,0.005289303,0.0055665979,0.0063057971,0.006631676,0.0075943771,0.0081121733
500,0.004281887,0.0047946554,0.0058237815,0.0064329231,0.0072162002,0.0075199276
510,0.003471525,0.0048026459,0.0058366346,0.0061384655,0.0073108042,0.0079014771
520,0.0047381274,0.0053641073,0.0057979946,0.0062789914,0.0076758391,0.0078249721
530,0.0044467499,0.0053194121,0.0055896222,0.0060497175,0.0073232253,0.0076682854
540,0.0046278592,0.0049643377,0.0062098049,0.006955846,0.007576489,0.0082058616
550,0.0045017909,0.005213833,0.0063776332,0.0069048957,0.0077007406,0.0080616919
560,0.0048634863,0.0051251822,0.0065181993,0.007227708,0.0076371572,0.0081022555
570,0.001794149,0.002882803,0.0041779645,0.004830222,0.0067131462,0.0077231089
580,0.0018390058,0.0024449853,0.003176819,0.0048766792,0.005026147,0.007219486
590,0.0011316294,0.00210221,0.003108582,0.0035250545,0.0051462251,0.0064820097
600,0.002195778,0.0036341826,0.0050258083,0.0054158787,0.0061209887,0.0072212654
610,0.003038471,0.0032393902,0.0040332843,0.0046885437,0.0058160538,0.0065761593
620,0.0042154341,0.004528801,0.005748813,0.0059545301,0.0068906231,0.0073824148
630,0.0046228527,0.0050631823,0.0055243934,0.0066938717,0.00719765,0.0075118075
640,0.0046852724,0.0051648994,0.0058960541,0.0061419228,0.0072395231,0.0075330819
650,0.0050889932,0.0059341485,0.0062377552,0.0067488434,0.0073368477,0.0079528611
660,0.0055715234,0.0059833397,0.006451842,0.0066333496,0.0080986563,0.0083417608
670,0.0041726025,0.0052042387,0.0058356924,0.0062587965,0.0072878409,0.0078348065
680,0.0031477556,0.0040909556,0.0054667711,0.0064035043,0.0073783224,0.0075160624
690,0.0039803773,0.0048338966,0.0052406665,0.005771726,0.0074594914,0.0075667504
700,0.0032951363,0.004058373,0.0050146813,0.0056179092,0.0067033882,0.0073970043
710,0.0039044441,0.0041935814,0.0053503483,0.006264169,0.0074437081,0.0077327868
720,0.0040956738,0.005365155,0.0060494685,0.0069667064,0.0077855375,0.0082645977
730,0.0049681833,0.0057073666,0.006110905,0.0065525917,0.0083755814,0.00856909
740,0.004528364,0.0047788662,0.0058896394,0.0063814581,0.0079980116,0.0082521921
750,0.0044734783,0.0053962445,0.0059191116,0.0063733169,0.0080141653,0.0084209229
760,0.0048271775,0.0051683414,0.0055173327,0.0064207437,0.0077245914,0.0080119142
770,0.004531172,0.0050218849,0.0062408981,0.0067428174,0.0080922146,0.0084264045
780,0.0044672036,0.0048458908,0.006020251,0.0066618499,0.0083140968,0.008734749
790,0.0038421332,0.0041736578,0.0052588659,0.0060290903,0.0073611355,0.0076570039
