MDTU,0,2,4,6,8,10
10,15.728128,15.658112,15.50573,15.50299,15.440701,15.374912
20,15.315222,15.26976,15.241804,15.18775,15.048108,15.009854
30,15.50611,15.375999,15.181142,15.15894,15.10782,15.096203
40,15.031606,14.988908,14.98353,14.89385,14.878191,14.870516
50,15.193087,15.129029,15.092333,15.012323,14.796815,14.79145
60,15.157983,15.089831,15.02778,15.023609,14.927175,14.846648
70,16.29118,16.100998,15.428212,15.342818,15.286618,15.259127
80,15.613503,15.523389,15.495782,15.450251,15.401382,15.336186
90,16.022587,15.734836,15.394264,15.354032,15.284209,15.223655
100,15.725015,15.653195,15.361374,15.308876,15.182388,15.165192
110,15.302863,15.268702,15.147062,15.13597,15.113952,15.106935
120,15.307561,15.283602,15.160461,15.07681,15.054595,14.952788
130,15.304818,15.202765,15.023203,14.994967,14.957033,14.912487
140,15.441228,15.330861,15.308325,15.228517,15.206325,15.16039
150,15.507348,15.391047,15.305894,15.257026,15.160266,15.149967
160,15.74169,15.667937,15.665409,15.523157,15.333934,15.210157
170,15.656438,15.56254,15.223901,15.135156,15.091215,15.056384
180,15.92757,15.828893,15.557516,15.43696,15.423676,15.364573
190,15.530649,15.456218,15.301551,15.226413,15.159772,15.112289
200,15.357726,15.310563,15.277003,15.192468,15.170859,15.134544
210,15.381071,15.297692,15.198361,15.192783,15.134582,15.108051
220,16.360302,16.263575,16.053915,15.929911,15.618389,15.524903
230,15.685519,15.641106,15.582308,15.492606,15.370994,15.316413
240,15.452686,15.35292,15.331444,15.311745,15.243039,15.195961
250,15.495569,15.49123,15.45994,15.421579,15.364331,15.350259
260,15.615431,15.477769,15.467105,15.358529,15.259573,15.201871
270,15.576394,15.559211,15.483625,15.45989,15.381651,15.342475
280,15.468584,15.423159,15.404475,15.364755,15.263466,15.235548
290,16.108966,16.04472,15.95934,15.897352,15.854696,15.839497
300,16.083449,15.91035,15.557501,15.444047,15.338583,15.260493
310,16.336152,16.207509,15.84519,15.811641,15.782726,15.749187
320,15.842628,15.787932,15.653722,15.594679,15.581153,15.545605
330,16.288545,16.220417,15.964296,15.899357,15.753522,15.636043
