MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.563021,-0.3299,-0.000637958
2,0.590722,-0.18251,0.000855569
3,0.609094,-0.11899,-0.000840767
4,0.643688,-0.09055,0.0041889
5,0.644829,-0.03985,-0.00298779
6,0.634053,-0.00327,-0.00138039
7,0.640673,-0.01903,-0.000542478
8,0.605315,0.002911,-0.00132376
9,0.605315,0.002911,-0.00132376
10,0.620663,0.001379,0.00118896
11,0.636028,-0.00968,0.0022036
12,0.585557,0.018228,0.00139094
13,0.634472,0.005765,-0.0015099
14,0.612935,0.02736,0.00200814
15,0.650181,0.006049,0.000798031
16,0.633218,0.004902,0.00397629
17,0.633841,0.018879,-0.000253813
18,0.633841,0.018879,-0.000253813
19,0.639064,0.010063,-0.00100345
20,0.603664,0.048509,0.0012063
21,0.632991,0.005926,-0.000214485
22,0.62983,0.008741,-0.00142557
23,0.626521,0.009809,0.000665865
24,0.65779,0.008657,0.00303019
25,0.62123,0.012546,-0.00355901
26,0.639065,0.000239,-8.20941e-05
27,0.613174,0.018727,0.00228358
28,0.681735,-0.00974,-0.000823581
29,0.637909,0.049175,0.000976321
30,0.703754,-0.00403,0.00155195
31,0.677233,0.016362,0.00216883
32,0.65089,0.009655,-0.00254141
33,0.65089,0.009655,-0.00254141
34,0.686761,-0.00541,0.00546876
35,0.671754,0.015406,0.00397813
36,0.660965,-0.00413,0.0030246
37,0.62745,0.010745,-0.00346075
38,0.649263,-0.00075,-0.00117716
39,0.625869,0.0201,0.000852248
40,0.646382,0.014879,-0.00124919
41,0.627999,0.018031,0.003027
42,0.608128,0.02029,0.000737784
43,0.613536,0.015576,-0.00183096
44,0.618446,0.029012,0.00195134
45,0.617888,-0.00064,-0.000231487
46,0.633203,0.003381,-0.00626746
47,0.610763,0.003238,-0.0029973
48,0.647304,0.009714,-0.0013442
49,0.620148,0.02329,-0.00483411
50,0.649475,0.013612,0.00311981
51,0.65363,0.005346,-0.00135686
52,0.652843,-0.00837,-0.000617327
53,0.619295,0.039971,0.00132294
54,0.648076,-0.01038,0.000715887
55,0.618918,0.023778,-0.000496522
56,0.646524,0.043333,0.00227286
57,0.645385,0.021847,-0.00318536
58,0.615505,0.050439,0.000572316
59,0.630055,0.012118,0.00261976
60,0.633133,0.00942,0.00165124
61,0.61217,0.024124,0.00332968
62,0.637967,-0.01386,0.000342321
63,0.58946,0.035542,-0.00319527
64,0.662671,-0.00398,0.00180203
65,0.60909,0.026039,0.00167365
66,0.628538,0.01938,0.000155058
67,0.641819,0.027152,0.00315185
68,0.660761,0.040179,0.00285641
69,0.670313,-0.00539,0.00543158
70,0.6692,0.012894,-0.00215482
71,0.660568,0.005737,0.000205601
72,0.68229,0.001445,-0.00196381
73,0.68229,0.001445,-0.00196381
74,0.616287,0.047844,-0.00174156
75,0.6907,-0.01004,-0.00418923
76,0.666019,0.022186,-0.00294688
77,0.683296,0.000762,-0.00435578
78,0.688067,0.010868,0.00115961
79,0.636256,0.022491,0.000382254
80,0.671446,0.009263,0.00303695
81,0.671446,0.009263,0.00303695
82,0.671446,0.009263,0.00303695
83,0.630293,0.025288,-0.00233945
84,0.638367,-0.00761,0.00268781
85,0.624339,0.009463,0.00127802
86,0.645409,-0.00042,-0.0024607
87,0.616747,0.043224,0.00269191
88,0.633334,-0.00289,0.0019745
89,0.624907,0.027828,-0.00391689
90,0.605545,0.028144,-0.000838624
91,0.622664,0.009597,-0.000447656
92,0.674214,-0.01805,0.00298492
93,0.641971,0.012675,0.00213229
94,0.654708,-0.00923,0.00563821
95,0.653695,-0.01189,-9.60817e-05
96,0.641592,0.009551,-0.00228594
97,0.664518,-0.01682,0.00619036
98,0.632383,0.022177,-0.00129353
99,0.662804,0.009205,0.00121433
100,0.618254,0.02754,0.00553492
101,0.618254,0.02754,0.00553492
102,0.610794,0.023012,0.00125727
103,0.652174,-0.01419,0.000803715
104,0.615366,0.017491,-0.0036009
105,0.620405,0.018724,-0.00296723
106,0.650171,0.007079,-0.00077799
107,0.634298,0.01243,-0.00178844
108,0.611006,0.01923,0.000562913
109,0.614076,0.008701,0.0012354
110,0.621842,0.010521,0.00375733
111,0.620934,0.000293,0.000343743
112,0.640453,-0.004,-0.0018643
113,0.631691,-0.0064,-0.00183215
114,0.641123,0.024674,0.00187669
115,0.649695,0.006041,-0.000380686
116,0.623785,0.022838,0.00341677
117,0.640051,0.040509,0.00125186
118,0.655303,-0.00235,0.00134622
119,0.655303,-0.00235,0.00134622
120,0.60569,0.030747,-0.00214228
121,0.664909,-0.03801,-0.00129591
122,0.589904,0.039537,0.000257964
123,0.649527,-0.00025,0.000499696
124,0.644592,0.020132,-0.00238924
125,0.606976,0.008876,0.00105183
126,0.603919,0.007396,0.00300162
127,0.639592,0.003773,-0.000811588
