MDTU,0,2,4,6,8,10
10,15.513273,15.445422,15.396512,15.275097,15.204216,15.142803
20,15.178771,15.141461,15.028643,14.944713,14.916359,14.913471
30,14.931487,14.870708,14.844652,14.805138,14.798827,14.785958
40,15.733965,15.668046,15.011297,14.972638,14.918686,14.856212
50,15.464114,15.441093,15.112012,15.033585,14.861279,14.8459
60,15.58489,15.497229,15.054881,15.018024,15.000122,14.978612
70,14.91416,14.740806,14.70479,14.693193,14.681746,14.670598
80,15.137006,14.982736,14.977786,14.859049,14.851873,14.843043
90,15.852323,15.81205,15.615209,15.395709,15.113152,15.093228
100,15.26704,15.203023,15.094886,15.069366,15.010571,15.000853
110,15.266759,15.12341,15.008102,14.954725,14.944549,14.909284
120,15.131818,14.904947,14.809958,14.777879,14.728934,14.705417
130,15.495814,15.412985,15.37978,15.288637,15.217359,15.124383
140,15.446307,15.420212,15.38064,15.302784,14.975974,14.933567
150,15.217016,15.037962,14.973906,14.969239,14.905343,14.814316
160,15.051307,15.015755,15.012784,14.966951,14.92656,14.846188
170,14.987641,14.725757,14.722773,14.618918,14.617614,14.560337
180,15.44619,15.38008,15.238396,15.21932,15.08607,15.041894
190,15.180342,15.173471,15.137394,15.072939,15.032882,14.923586
200,15.285171,15.186027,14.905577,14.822764,14.754693,14.657661
210,15.281961,15.246714,15.178144,15.112144,15.075232,14.924338
220,14.868412,14.798073,14.671103,14.635084,14.60614,14.591212
230,14.779752,14.749346,14.724882,14.723485,14.692231,14.640495
240,15.586482,15.524836,15.192365,15.119635,14.957886,14.931645
250,15.136309,15.0403,15.00722,14.95978,14.851047,14.814248
260,16.029001,15.788956,15.50683,15.46049,15.358691,15.25265
270,15.825302,15.777835,15.565857,15.512747,15.421242,15.369178
280,15.6647,15.543273,15.505841,15.426715,15.361074,15.31778
290,15.765259,15.577682,15.43335,15.374201,15.318853,15.256258
300,15.046745,14.975215,14.909437,14.826704,14.770865,14.766859
310,15.06997,14.970219,14.969447,14.933536,14.868544,14.845021
320,15.148788,15.071955,15.019902,14.950366,14.833892,14.816917
330,15.124432,15.111224,15.031177,15.021998,15.002796,14.897029
340,14.861699,14.852665,14.779453,14.733063,14.707856,14.70145
350,15.567321,15.388921,15.063931,15.057461,15.028082,15.02019
360,15.05867,15.016625,15.01499,14.965436,14.933851,14.915307
370,15.997676,15.63867,15.128643,15.065432,15.033995,15.007672
380,15.28839,15.206137,15.127467,15.121755,15.089205,15.055183
390,15.433713,15.421789,15.383347,15.331493,15.284138,15.103747
400,15.015665,14.987392,14.959066,14.791502,14.773633,14.744537
410,15.13806,14.869526,14.774117,14.683152,14.578224,14.50537
420,15.042115,14.906355,14.789142,14.755284,14.69865,14.649752
430,15.503697,15.457112,15.430391,15.331528,15.28544,15.214849
440,14.901944,14.867344,14.861071,14.77868,14.745268,14.701736
450,14.905931,14.856054,14.844342,14.803758,14.712763,14.690144
460,14.952469,14.935684,14.897935,14.89378,14.782611,14.73526
470,14.98559,14.947789,14.846918,14.768009,14.731826,14.707078
480,15.008715,14.86974,14.785241,14.784081,14.75104,14.692597
490,15.815503,15.658223,15.533367,15.434014,15.185048,15.156078
500,15.088629,15.023798,14.92744,14.840767,14.811169,14.801413
510,15.059621,14.987314,14.707605,14.679713,14.611836,14.601833
520,15.316607,15.216699,15.213904,15.203405,15.126781,15.110167
530,15.558456,15.24856,15.115452,15.045243,14.928245,14.885017
540,15.634454,15.539165,15.187186,15.115307,14.986733,14.942156
550,15.442878,15.141256,15.136916,15.083726,15.058345,15.041308
560,14.919198,14.911157,14.874575,14.858025,14.833964,14.816363
570,14.956779,14.835682,14.822967,14.81803,14.804133,14.786293
580,14.886598,14.86075,14.784079,14.762387,14.757766,14.680441
590,14.827392,14.789984,14.73135,14.713661,14.703812,14.686542
600,14.878902,14.864008,14.797997,14.75582,14.750818,14.730439
610,15.375489,15.289299,15.209615,15.153816,15.138889,15.101704
620,15.01369,14.990852,14.952542,14.935198,14.91152,14.88539
630,15.449592,15.230164,14.971821,14.919863,14.862752,14.859537
640,15.31112,15.256241,14.983219,14.847889,14.826786,14.809398
650,15.435357,15.352798,15.321806,15.263538,15.162307,15.107881
660,15.396015,15.282462,15.154771,15.02554,14.978554,14.964101
670,15.541607,15.414319,15.218976,15.195733,15.193348,15.152891
680,15.050025,15.038808,14.979449,14.963599,14.924759,14.892856
690,14.917158,14.89325,14.829784,14.818744,14.785217,14.72249
700,15.950616,15.828314,15.720621,15.439726,15.229056,15.188722
710,14.982832,14.972995,14.924031,14.908742,14.764968,14.755564
720,14.948523,14.93698,14.89754,14.878122,14.871791,14.681088
730,14.888606,14.808351,14.759646,14.756006,14.711587,14.679376
740,15.369706,15.293684,15.277113,15.227194,15.102424,15.073268
750,15.133575,15.067781,15.036698,14.964933,14.917444,14.897286
