MDTU,0,2,4,6,8,10
10,0.0016979598,0.0031179784,0.0047511703,0.0054981607,0.0057406855,0.0064815086
20,0.0034161539,0.004730935,0.0053640022,0.0060155323,0.0065586726,0.0072238748
30,0.0022312827,0.003274159,0.0047926812,0.0053287314,0.0064616865,0.0070162354
40,0.0023692643,0.0034346898,0.0040509092,0.0054100323,0.0066562781,0.0070570859
50,0.0031541025,0.0036082773,0.0043572883,0.0048552645,0.0066677457,0.0069723955
60,0.0026283863,0.0030704291,0.0050848696,0.0063254458,0.0072737823,0.0074912257
70,0.0038461351,0.0040421717,0.0051761057,0.0063210665,0.0073227495,0.0077055476
80,0.0039822151,0.0045789931,0.0047827496,0.0067795905,0.0073946256,0.0077594359
90,0.0038723526,0.0045431067,0.0046931427,0.0053835362,0.0073297316,0.0075584133
100,0.0031642163,0.004545861,0.0057546755,0.0061292161,0.0075606486,0.0077786996
110,0.0032502328,0.0040359834,0.0045409157,0.0051556942,0.0064669488,0.0068638402
120,0.0042626988,0.0047267684,0.0051414167,0.0056131159,0.0073939245,0.0078331114
130,0.0039533894,0.0041100805,0.0050375599,0.0058387295,0.0068719987,0.0074833164
140,0.0035362534,0.0043938611,0.0051889669,0.0062972402,0.0064907978,0.0078164135
150,0.0037394646,0.0044393739,0.0050197395,0.0056092802,0.007225338,0.0076029709
160,0.002929104,0.0042118652,0.004729929,0.0054402342,0.0063326999,0.0068172087
170,0.0035684811,0.004493955,0.0056688126,0.0067751241,0.0078620341,0.0082542896
180,0.0039385001,0.0046661877,0.005537618,0.006005103,0.0069206171,0.0074995007
190,0.0027466504,0.0036026126,0.0043870625,0.0058471775,0.0067556405,0.0069114368
200,0.0028756752,0.0037085096,0.0046242263,0.0056972996,0.006264897,0.0066537766
210,0.0019688426,0.0023169204,0.003497811,0.0047597841,0.0049322826,0.0058398436
220,0.0025889588,0.0032552492,0.0036057652,0.0050044937,0.0053410546,0.0061545506
230,0.0018586694,0.0028547231,0.0034367068,0.0036349117,0.0039306728,0.0051447475
240,0.0017182137,0.0021206551,0.0030875296,0.0039394482,0.0044203906,0.0057388086
250,0.0012310549,0.0021746046,0.0028978023,0.0036100965,0.0042339334,0.0055024642
260,0.00066026295,0.00099804559,0.0015083559,0.0018229862,0.0021276583,0.0040419907
270,0.0016950756,0.0024474801,0.0028166304,0.0036450781,0.0047278887,0.005199198
280,0.0026273912,0.0037894345,0.0046214686,0.0053885356,0.0064936795,0.0074116828
290,0.0024161996,0.0032428781,0.003783117,0.0047412263,0.0053229094,0.0054183882
300,0.0024067642,0.0028919207,0.0043051119,0.0051879466,0.0056953035,0.0064706516
310,0.0021166394,0.0040271532,0.0045283087,0.0049925807,0.0059208706,0.0071641256
320,0.0023458427,0.0025575432,0.0031092611,0.0047070979,0.0057160732,0.0065054345
330,0.0037412243,0.0041490359,0.0055236068,0.0056852884,0.0067036746,0.0071208572
340,0.0033055347,0.0043285899,0.0051383146,0.005546776,0.0067061248,0.0074889253
350,0.0033295674,0.00405391,0.0046200784,0.0057021407,0.0070397869,0.0075860226
360,0.0035301674,0.0039533863,0.0048034532,0.0053241236,0.0069136163,0.0071214917
370,0.003758979,0.0047418499,0.0057369258,0.0061833528,0.00710214,0.0076650663
380,0.0033294839,0.0041238913,0.005712564,0.0064674915,0.0075060161,0.0079044053
390,0.0034033691,0.0042582978,0.0046955656,0.0050682488,0.0070088698,0.0072454979
400,0.0039888212,0.0045726822,0.0051100734,0.0064302546,0.0067410524,0.0069538278
410,0.0043852065,0.0047901113,0.0050843844,0.0060583391,0.0064358018,0.007217118
420,0.0045005054,0.0052538013,0.0060470182,0.0068613755,0.0072180473,0.00747547
430,0.0051258745,0.0061066663,0.0063234533,0.0069162098,0.0076648831,0.0078644718
440,0.0036177816,0.0043494689,0.0056066941,0.0069994807,0.0074789973,0.0077963004
450,0.0041347927,0.0046110172,0.005283363,0.0057564226,0.0070969964,0.0076646648
460,0.0037095707,0.0046605084,0.0056545572,0.0064274515,0.0075673735,0.0080738235
470,0.0034720899,0.0047228981,0.0052914002,0.0061448344,0.0071696811,0.0076432453
480,0.0027068264,0.0038838049,0.0050446332,0.0059740307,0.006744513,0.0071869147
490,0.0039076179,0.0044020039,0.0050215824,0.0053152582,0.007057108,0.0071927927
500,0.003080012,0.0041653085,0.0050794013,0.0056612583,0.0067146779,0.0071023694
510,0.0036988281,0.0048318644,0.0058662055,0.0064130798,0.007898066,0.0082680244
520,0.0038727482,0.0050007108,0.0055497679,0.0061120208,0.0078212676,0.0081705126
530,0.0047989712,0.0053571107,0.0062541558,0.0068119261,0.0073242157,0.0080900921
540,0.004014142,0.0047932539,0.0054020016,0.0065870343,0.0074627634,0.0076101229
550,0.0050231067,0.0057207824,0.005940583,0.0066007373,0.0072046008,0.0077306176
560,0.0033083551,0.0038893793,0.0045629379,0.0057606043,0.0067219063,0.0070761469
570,0.004599394,0.0055099195,0.0056983962,0.0062980519,0.0074756705,0.0075818319
580,0.0041962841,0.0051912711,0.0054834085,0.0056813295,0.0070532057,0.0075022793
590,0.0047660783,0.005444484,0.0057649323,0.0072501451,0.0074084557,0.0083201632
600,0.0053637896,0.0057323283,0.0065771769,0.0069145718,0.0085352773,0.0094455609
610,0.0058458758,0.0061021293,0.007139254,0.0074443374,0.0086203785,0.0090366897
620,0.0057083994,0.0060685514,0.006846389,0.0071881326,0.0085624102,0.0088442759
630,0.0051277392,0.0053900795,0.0063632663,0.0067815794,0.0082762842,0.0085654084
640,0.0046681689,0.0054416206,0.0063467587,0.0068345784,0.0081098051,0.0085868411
650,0.0053157358,0.0055114963,0.0067016304,0.0069235097,0.0081916095,0.0083682872
660,0.0055179041,0.0057733674,0.0064178038,0.0067924846,0.0082664166,0.0085942316
670,0.0055522236,0.0059254336,0.0066742682,0.0075091173,0.0084495137,0.0089485672
680,0.0052543931,0.0056846055,0.0070300963,0.0073033164,0.0090847186,0.0092566929
690,0.0053371435,0.0057859202,0.0066679874,0.0072936728,0.0084988647,0.0087720465
700,0.0049655565,0.0054184116,0.0069967996,0.0077132621,0.00919564,0.0099443321
710,0.004822437,0.0051398578,0.0071342507,0.0072872455,0.0088679852,0.0096831078
720,0.0051720745,0.0054716049,0.0073090497,0.0077901331,0.009503134,0.0099998384
730,0.00484747,0.0055909569,0.0068561821,0.0074051878,0.0088624169,0.0096378663
740,0.0054603969,0.0056751663,0.0073344661,0.0077440881,0.0095793368,0.0098177403
750,0.0056169613,0.00607822,0.0068852908,0.0076104589,0.009108869,0.0093894544
760,0.005342388,0.0060736745,0.0065665932,0.0072861471,0.0087375126,0.0090005276
