MDTU,link
1,1.08252
2,1.09819
3,1.08543
4,1.08731
5,1.08541
6,1.07422
7,1.0844
8,1.07525
9,1.08278
10,1.07343
11,1.08453
12,1.08453
13,1.07494
14,1.07811
15,1.07811
16,1.07945
17,1.0721
18,1.0792
19,1.06788
20,1.07072
21,1.07386
22,1.07783
23,1.07238
24,1.07861
25,1.06841
26,1.08218
27,1.08218
28,1.06631
29,1.07266
30,1.07521
31,1.07521
32,1.07227
33,1.07339
34,1.07266
35,1.07434
36,1.07686
37,1.07438
38,1.07076
39,1.07463
40,1.0711
41,1.07401
42,1.07356
43,1.07479
44,1.07208
45,1.07295
46,1.07162
47,1.07953
48,1.0745
49,1.07723
50,1.07935
51,1.07497
52,1.07822
53,1.06874
54,1.0761
55,1.07108
56,1.07585
57,1.07588
58,1.07451
59,1.07759
60,1.07851
61,1.07694
62,1.0754
63,1.07352
64,1.07644
65,1.07734
66,1.0741
67,1.07458
68,1.07799
69,1.07458
70,1.0755
71,1.0702
72,1.07769
73,1.07492
74,1.07157
75,1.07495
76,1.07936
77,1.07163
78,1.07555
79,1.06852
80,1.07415
81,1.07415
82,1.07249
83,1.07278
84,1.07182
85,1.07359
86,1.07499
87,1.0659
88,1.07622
89,1.06803
90,1.07472
91,1.07095
92,1.07577
93,1.07577
94,1.07344
95,1.07627
96,1.07483
97,1.07314
98,1.07346
99,1.07374
100,1.07352
101,1.07527
102,1.06735
103,1.07502
104,1.07502
105,1.07035
106,1.07661
107,1.07396
108,1.0762
109,1.07592
110,1.07323
111,1.07303
112,1.07686
113,1.07508
114,1.07719
115,1.07689
116,1.07188
117,1.07344
118,1.07907
119,1.07523
120,1.07168
121,1.07878
122,1.0721
123,1.07572
124,1.07396
125,1.07646
126,1.07761
127,1.07606
128,1.07432
129,1.07798
130,1.07328
131,1.07884
132,1.07019
133,1.07526
134,1.07196
135,1.07432
136,1.0776
137,1.07144
138,1.0741
139,1.07711
140,1.07289
141,1.07107
142,1.07549
143,1.07193
144,1.07486
145,1.07478
146,1.07337
147,1.07952
148,1.077
149,1.07985
150,1.07289
151,1.07612
152,1.07296
153,1.07915
154,1.07789
155,1.07655
156,1.07672
157,1.06776
158,1.08138
159,1.07191
160,1.08148
161,1.07292
162,1.0756
163,1.07168
164,1.07914
165,1.07326
166,1.07369
167,1.07395
168,1.07319
169,1.07135
170,1.07212
171,1.06998
172,1.07427
173,1.07195
174,1.07439
175,1.07243
176,1.07396
177,1.07551
178,1.07192
179,1.07131
180,1.07593
181,1.07306
182,1.07095
183,1.07346
184,1.07492
185,1.07492
186,1.07888
187,1.0712
188,1.0738
189,1.0743
190,1.07291
191,1.07326
192,1.07434
193,1.07301
194,1.07389
195,1.07584
196,1.07141
197,1.07426
198,1.07219
199,1.07609
200,1.07195
201,1.07132
202,1.07685
203,1.06768
204,1.07782
205,1.07005
206,1.07603
207,1.07561
208,1.06758
209,1.07869
210,1.06984
211,1.07924
212,1.07056
213,1.07963
214,1.07207
215,1.0773
216,1.07073
217,1.07699
218,1.07587
219,1.07422
220,1.07372
221,1.07245
222,1.07118
223,1.07172
224,1.07517
225,1.06873
226,1.0745
227,1.0745
228,1.0731
229,1.07828
230,1.06757
231,1.07606
232,1.07652
233,1.06978
234,1.07791
235,1.07164
236,1.07438
237,1.07005
238,1.07659
239,1.07712
240,1.07729
241,1.07729
242,1.0728
243,1.07294
244,1.07374
245,1.07157
246,1.07429
247,1.07539
248,1.07425
249,1.07403
250,1.07077
251,1.0773
252,1.07046
253,1.07367
254,1.0747
255,1.07423
256,1.07179
257,1.07076
258,1.07503
259,1.07615
260,1.06844
261,1.07541
262,1.07352
263,1.07307
264,1.07527
265,1.07529
266,1.07338
267,1.07736
268,1.07296
269,1.07384
270,1.07535
271,1.07192
272,1.07193
273,1.07006
274,1.07773
275,1.07114
276,1.07603
277,1.07215
278,1.07092
279,1.08073
280,1.07744
281,1.07696
282,1.07591
283,1.07591
284,1.07145
285,1.07667
286,1.07774
287,1.06727
288,1.07906
289,1.07906
290,1.06899
291,1.07659
292,1.07405
293,1.07515
294,1.0744
295,1.07322
296,1.07062
297,1.07617
298,1.07102
299,1.07682
300,1.07396
301,1.07512
302,1.07503
303,1.07255
304,1.07724
305,1.07086
306,1.07418
307,1.07471
308,1.07663
309,1.06937
310,1.07237
311,1.07099
312,1.07645
313,1.07009
314,1.08034
315,1.07063
316,1.07063
317,1.07019
318,1.07336
319,1.07336
320,1.07276
321,1.07445
322,1.07247
323,1.07314
324,1.07444
325,1.0733
326,1.0733
327,1.07208
328,1.07938
329,1.07056
330,1.0753
331,1.0698
332,1.07531
333,1.07261
334,1.07189
335,1.07736
336,1.07184
337,1.07862
338,1.07862
339,1.07689
340,1.07245
341,1.07498
342,1.07113
343,1.07732
344,1.07177
345,1.07635
346,1.07209
347,1.07269
348,1.0744
349,1.07192
350,1.07358
351,1.074
352,1.06996
353,1.07493
354,1.07118
355,1.07579
356,1.07774
357,1.07152
358,1.07231
359,1.07319
360,1.07497
361,1.07293
362,1.07567
363,1.07199
364,1.07735
365,1.07255
366,1.07912
367,1.0726
368,1.0691
369,1.07234
370,1.07367
371,1.06603
372,1.07877
373,1.07182
374,1.07453
375,1.07611
376,1.07611
377,1.07275
378,1.07481
379,1.07421
380,1.07741
381,1.07141
382,1.07716
383,1.07079
384,1.07539
385,1.06616
386,1.07894
387,1.07343
388,1.07545
389,1.07268
390,1.07268
391,1.07628
392,1.07329
393,1.07678
394,1.07458
395,1.07277
396,1.07295
397,1.07889
398,1.07202
399,1.07648
400,1.07526
401,1.07758
402,1.07482
403,1.07287
404,1.07422
405,1.0737
406,1.07535
407,1.07452
408,1.07791
409,1.0714
410,1.07678
411,1.07358
412,1.07934
413,1.07454
414,1.07878
415,1.07388
416,1.07199
417,1.07698
418,1.0728
419,1.07431
420,1.07341
421,1.07434
422,1.07149
423,1.07727
424,1.07727
425,1.0714
426,1.07279
427,1.07736
428,1.07584
429,1.07686
430,1.07187
431,1.07596
432,1.07575
433,1.07151
434,1.07445
435,1.06949
436,1.07358
437,1.0725
438,1.07692
439,1.06782
440,1.07589
441,1.07292
442,1.07371
443,1.07371
444,1.07371
445,1.07047
446,1.07272
447,1.07531
448,1.0766
449,1.07195
450,1.074
451,1.07801
452,1.06967
453,1.07585
454,1.07017
455,1.07641
456,1.07209
457,1.07209
458,1.07388
459,1.07083
460,1.07601
461,1.07372
462,1.07722
463,1.06918
464,1.07387
465,1.07813
466,1.07078
467,1.07428
468,1.07731
469,1.07528
470,1.07493
471,1.07505
472,1.07428
473,1.07547
474,1.07861
475,1.0743
476,1.07372
477,1.07217
478,1.07727
479,1.06787
480,1.07133
481,1.07133
482,1.0705
483,1.07102
484,1.07387
485,1.07198
486,1.07476
487,1.07351
488,1.07167
489,1.06934
490,1.07549
491,1.07452
492,1.07259
493,1.07349
494,1.0724
495,1.07722
496,1.07598
497,1.06844
498,1.07613
499,1.06925
500,1.07642
501,1.07373
502,1.07638
503,1.07495
504,1.07276
505,1.07278
506,1.07337
507,1.07148
508,1.07921
509,1.07317
510,1.07459
511,1.07146
512,1.07113
513,1.07356
514,1.07255
515,1.07606
516,1.07385
517,1.07501
518,1.07162
519,1.07535
520,1.07564
521,1.07199
522,1.07503
523,1.07503
524,1.07503
525,1.07812
526,1.07573
527,1.07563
528,1.07614
529,1.07241
530,1.07335
531,1.07416
532,1.07258
533,1.07685
534,1.0714
535,1.07433
536,1.06745
537,1.07631
538,1.07148
539,1.07751
540,1.0703
541,1.07458
542,1.07504
543,1.07401
544,1.07649
545,1.07562
546,1.06946
547,1.07512
548,1.0741
549,1.0775
550,1.07965
551,1.07781
552,1.07359
553,1.07572
554,1.0762
555,1.07247
556,1.07361
557,1.07138
558,1.0746
559,1.07272
560,1.07107
561,1.07408
562,1.07282
563,1.07951
564,1.07406
565,1.07636
566,1.07586
567,1.07586
568,1.07405
569,1.07357
570,1.07387
571,1.07733
572,1.07191
573,1.07478
574,1.07128
575,1.07128
576,1.07285
577,1.07366
578,1.07343
579,1.07792
580,1.07835
581,1.07661
582,1.07624
583,1.07384
584,1.07858
585,1.07424
586,1.07705
587,1.07223
588,1.07343
589,1.07343
590,1.07343
591,1.0768
592,1.06974
593,1.08001
594,1.07166
595,1.07582
596,1.07453
597,1.07298
598,1.07209
599,1.07542
600,1.07462
601,1.07278
602,1.06882
603,1.07475
604,1.06797
605,1.0744
606,1.07356
607,1.07484
608,1.072
609,1.0722
610,1.07417
611,1.07177
612,1.07349
613,1.07274
614,1.07513
615,1.07183
616,1.07591
617,1.06902
618,1.07231
619,1.07265
620,1.07265
621,1.0754
622,1.07401
623,1.07218
624,1.06988
625,1.07445
626,1.07051
627,1.07677
628,1.07253
629,1.07734
630,1.07431
631,1.0726
632,1.07382
633,1.072
634,1.07882
635,1.06967
636,1.07609
637,1.07085
638,1.07016
639,1.07521
640,1.07521
641,1.07794
642,1.0753
643,1.07417
644,1.07489
645,1.07222
646,1.07322
647,1.06945
648,1.07595
649,1.06953
650,1.07668
651,1.07223
652,1.07511
653,1.0766
654,1.0769
655,1.07968
656,1.06962
657,1.07724
658,1.07274
659,1.07387
660,1.07751
661,1.07316
662,1.07888
663,1.06584
664,1.07804
665,1.07594
666,1.077
667,1.07511
668,1.07576
669,1.07426
670,1.07273
671,1.07424
672,1.07345
673,1.07375
674,1.0698
675,1.08045
676,1.06891
677,1.07717
678,1.07717
679,1.0668
680,1.07611
681,1.06714
682,1.08075
683,1.07313
684,1.07605
685,1.07597
686,1.07423
687,1.07472
688,1.07862
689,1.07183
690,1.07025
691,1.07354
692,1.0763
693,1.0744
694,1.07707
695,1.07521
696,1.07646
697,1.07308
698,1.07308
699,1.07735
700,1.07557
701,1.0726
702,1.07208
703,1.07208
704,1.07669
705,1.07273
706,1.07409
707,1.07415
708,1.07538
709,1.07365
710,1.07232
711,1.07494
712,1.07168
713,1.075
714,1.07351
715,1.07921
716,1.07806
717,1.07354
718,1.08041
719,1.07569
720,1.07986
721,1.07393
722,1.07618
723,1.07618
724,1.06884
725,1.07805
726,1.06722
727,1.0742
728,1.07146
729,1.07453
730,1.07212
731,1.0742
732,1.0748
733,1.07155
734,1.07072
735,1.07685
736,1.07475
737,1.07417
738,1.07248
739,1.06887
740,1.07455
741,1.06847
742,1.07922
743,1.07276
744,1.07936
745,1.07232
746,1.07232
747,1.0712
748,1.07278
749,1.07052
750,1.07478
751,1.0767
752,1.07235
753,1.07658
754,1.07371
755,1.0763
756,1.07497
757,1.07103
758,1.07409
759,1.07248
760,1.0764
761,1.07262
762,1.07474
763,1.07256
764,1.07627
765,1.07359
766,1.07558
767,1.07515
768,1.07174
769,1.08428
770,1.0683
771,1.07497
772,1.07526
773,1.07492
774,1.07368
775,1.07533
776,1.07137
777,1.07137
778,1.07707
779,1.072
780,1.07529
781,1.07396
782,1.07915
783,1.07552
784,1.07869
785,1.07404
786,1.07885
787,1.07258
788,1.07429
789,1.07628
790,1.07507
791,1.07761
792,1.07338
793,1.07652
794,1.07186
795,1.07186
796,1.07472
797,1.07236
798,1.07215
799,1.07198
800,1.06968
801,1.06952
802,1.07594
803,1.0752
804,1.07274
805,1.0753
806,1.07703
807,1.07243
808,1.07633
809,1.07344
810,1.07618
811,1.072
812,1.07907
813,1.06875
814,1.07767
815,1.07119
816,1.07378
817,1.07369
818,1.07586
819,1.07523
820,1.07752
821,1.07045
822,1.08241
823,1.06711
824,1.07648
825,1.0699
826,1.07793
827,1.07793
828,1.07643
829,1.07463
830,1.07533
831,1.07533
832,1.07149
833,1.07416
834,1.07568
835,1.07273
836,1.08032
837,1.0753
838,1.07987
839,1.07298
840,1.08036
841,1.07335
842,1.0757
843,1.072
844,1.07602
845,1.07144
846,1.07705
847,1.07301
848,1.07443
849,1.07488
850,1.07353
851,1.0715
852,1.07432
853,1.06992
854,1.08195
855,1.07035
856,1.07751
857,1.07422
858,1.06915
859,1.07775
860,1.06765
861,1.07317
862,1.07561
863,1.07237
864,1.07607
865,1.06732
866,1.07842
867,1.077
868,1.07282
869,1.07092
870,1.07824
871,1.07824
872,1.07202
873,1.07376
874,1.07474
875,1.07463
876,1.07305
877,1.07802
878,1.07138
879,1.07731
880,1.07338
881,1.07411
882,1.07122
883,1.07251
884,1.07609
885,1.07993
886,1.0712
887,1.07804
888,1.07605
889,1.07551
890,1.0755
891,1.076
892,1.07776
893,1.07491
894,1.07851
895,1.07423
896,1.07423
897,1.0762
898,1.07994
899,1.0703
900,1.07492
901,1.07903
902,1.07068
903,1.0749
904,1.07301
905,1.07999
906,1.07405
907,1.07514
908,1.07823
909,1.07695
910,1.07331
911,1.07227
912,1.07848
913,1.07358
914,1.07607
915,1.07402
916,1.07464
917,1.07364
918,1.07178
919,1.06998
920,1.07357
921,1.07141
922,1.07156
923,1.07553
924,1.07503
925,1.07362
926,1.07002
927,1.07463
928,1.07173
929,1.07591
930,1.07313
931,1.06939
932,1.07436
933,1.07236
934,1.07652
935,1.07382
936,1.07976
937,1.07184
938,1.07936
939,1.07062
940,1.07781
941,1.07573
942,1.07614
943,1.07455
944,1.07403
945,1.07427
946,1.07411
947,1.06947
948,1.07196
949,1.0782
950,1.07166
951,1.07535
952,1.07198
953,1.07155
954,1.07406
955,1.07482
956,1.07344
957,1.07387
958,1.0759
959,1.07162
960,1.07892
961,1.0755
962,1.07269
963,1.07436
964,1.07948
965,1.07506
966,1.07677
967,1.07544
968,1.07344
969,1.06879
970,1.0782
971,1.07417
972,1.07104
973,1.0756
974,1.07114
975,1.07294
976,1.07483
977,1.07102
978,1.07359
979,1.07389
980,1.07483
981,1.07339
982,1.07332
983,1.07144
984,1.07383
985,1.07391
986,1.07565
987,1.07299
988,1.07299
989,1.07507
990,1.07425
991,1.07617
992,1.0702
993,1.07752
994,1.07005
995,1.0754
996,1.07311
997,1.07502
998,1.07355
999,1.07258
1000,1.07258
1001,1.07271
1002,1.06991
1003,1.07412
1004,1.07647
1005,1.07179
1006,1.07517
1007,1.0738
1008,1.06959
1009,1.07905
1010,1.07066
1011,1.07395
1012,1.07187
1013,1.07045
1014,1.07045
1015,1.07401
1016,1.06942
1017,1.07528
1018,1.07502
1019,1.07013
1020,1.07559
1021,1.0736
1022,1.07218
1023,1.07239
1024,1.07533
1025,1.07164
1026,1.07048
1027,1.07048
1028,1.07048
1029,1.0722
1030,1.07025
1031,1.07494
1032,1.07103
1033,1.07022
1034,1.07575
1035,1.07482
1036,1.07563
1037,1.06959
1038,1.07773
1039,1.0757
1040,1.0718
1041,1.07147
1042,1.07233
1043,1.07175
1044,1.07175
1045,1.07658
1046,1.0686
1047,1.07386
1048,1.07156
1049,1.07412
1050,1.07529
1051,1.07146
1052,1.07146
1053,1.07162
1054,1.07067
1055,1.07266
1056,1.07662
1057,1.07662
1058,1.07662
1059,1.0725
1060,1.07488
1061,1.07197
1062,1.07554
1063,1.07379
1064,1.07564
1065,1.07135
1066,1.07672
1067,1.07371
1068,1.07093
1069,1.07562
1070,1.0755
1071,1.07169
1072,1.08044
1073,1.07156
1074,1.0736
1075,1.07312
1076,1.07222
1077,1.07473
1078,1.07028
1079,1.07059
1080,1.075
1081,1.07382
1082,1.07654
1083,1.0758
1084,1.07428
1085,1.07492
1086,1.07379
1087,1.07409
1088,1.07323
1089,1.07349
1090,1.07269
1091,1.07453
1092,1.07085
1093,1.07541
1094,1.07143
1095,1.07502
1096,1.07575
1097,1.07187
1098,1.07162
1099,1.0768
1100,1.0768
1101,1.07068
1102,1.07763
1103,1.07492
1104,1.07586
1105,1.07526
1106,1.07541
1107,1.07484
1108,1.07571
1109,1.07559
1110,1.07583
1111,1.07036
1112,1.07596
1113,1.07197
1114,1.07257
1115,1.07181
1116,1.06975
1117,1.07643
1118,1.07144
1119,1.07942
1120,1.07016
1121,1.0772
1122,1.07458
1123,1.07429
1124,1.07481
1125,1.07091
1126,1.07398
1127,1.07179
1128,1.07629
1129,1.07158
1130,1.07576
1131,1.07605
1132,1.07303
1133,1.076
1134,1.07359
1135,1.07237
1136,1.07829
1137,1.07002
1138,1.07626
1139,1.06979
1140,1.07386
1141,1.07674
1142,1.07477
1143,1.07617
1144,1.07332
1145,1.07523
1146,1.07138
1147,1.07322
1148,1.0694
1149,1.07897
1150,1.07135
1151,1.08072
1152,1.07331
1153,1.07355
1154,1.06907
1155,1.07697
1156,1.07433
1157,1.07469
1158,1.07455
1159,1.07822
1160,1.07334
1161,1.07698
1162,1.07104
1163,1.07434
1164,1.07303
1165,1.0726
1166,1.07523
1167,1.0702
1168,1.07511
1169,1.07314
1170,1.07328
1171,1.072
1172,1.07201
1173,1.07408
1174,1.07071
1175,1.07071
1176,1.07428
1177,1.07228
1178,1.07705
1179,1.07262
1180,1.07819
1181,1.07073
1182,1.07596
1183,1.07747
1184,1.07747
1185,1.0785
1186,1.0727
1187,1.07533
1188,1.07348
1189,1.07516
1190,1.07429
1191,1.07735
1192,1.07642
1193,1.0737
1194,1.07547
1195,1.0697
1196,1.07551
1197,1.07304
1198,1.0715
1199,1.07322
1200,1.07352
1201,1.07046
1202,1.0764
1203,1.07533
1204,1.07206
1205,1.07498
1206,1.06952
1207,1.08042
1208,1.07363
1209,1.07232
1210,1.07602
1211,1.07603
1212,1.07765
1213,1.07513
1214,1.07161
1215,1.07079
1216,1.07306
1217,1.07147
1218,1.0743
1219,1.07165
1220,1.07798
1221,1.07404
1222,1.07713
1223,1.07448
1224,1.07674
1225,1.07341
1226,1.06988
1227,1.07088
1228,1.07507
1229,1.07122
1230,1.07562
1231,1.07343
1232,1.06797
1233,1.07234
1234,1.07084
1235,1.07384
1236,1.07066
1237,1.06887
1238,1.07344
1239,1.07014
1240,1.07309
1241,1.07472
1242,1.07476
1243,1.07315
1244,1.06915
1245,1.07145
1246,1.07443
1247,1.07353
1248,1.07291
1249,1.07532
1250,1.07046
1251,1.07406
1252,1.06892
1253,1.07262
1254,1.07481
1255,1.07523
1256,1.07286
1257,1.06966
1258,1.06966
1259,1.07614
1260,1.07313
1261,1.0679
1262,1.07632
1263,1.07033
1264,1.07467
1265,1.07578
1266,1.07189
1267,1.07968
1268,1.06874
1269,1.07898
1270,1.0716
1271,1.07402
1272,1.07441
1273,1.07096
1274,1.07902
1275,1.06996
1276,1.07431
1277,1.07361
1278,1.07691
1279,1.07698
1280,1.07261
1281,1.07334
1282,1.07401
1283,1.0675
1284,1.0785
1285,1.07256
1286,1.07119
1287,1.0774
1288,1.0774
1289,1.07006
1290,1.07788
1291,1.06829
1292,1.07316
1293,1.07484
1294,1.07105
1295,1.07073
1296,1.07696
1297,1.06936
1298,1.07452
1299,1.07196
1300,1.07506
1301,1.06997
1302,1.07576
1303,1.07099
1304,1.07517
1305,1.07283
1306,1.07088
1307,1.07561
1308,1.07347
1309,1.077
1310,1.06882
1311,1.07511
1312,1.06796
1313,1.07315
1314,1.07388
1315,1.07308
1316,1.07462
1317,1.07462
1318,1.06866
1319,1.07117
1320,1.07323
1321,1.07532
1322,1.07736
1323,1.07481
1324,1.0735
1325,1.07358
1326,1.07026
1327,1.07581
1328,1.07303
1329,1.07329
1330,1.07297
1331,1.07559
1332,1.07324
1333,1.07529
1334,1.07432
1335,1.07432
1336,1.07135
1337,1.07972
1338,1.0702
1339,1.07852
1340,1.06997
1341,1.0757
1342,1.0742
1343,1.07178
1344,1.07462
1345,1.07295
1346,1.07529
1347,1.07304
1348,1.07241
1349,1.07177
1350,1.07571
1351,1.07758
1352,1.0753
1353,1.07169
1354,1.07495
1355,1.07102
1356,1.07428
1357,1.07546
1358,1.07761
1359,1.0704
1360,1.07849
1361,1.07601
1362,1.07505
1363,1.07667
1364,1.07267
1365,1.07705
1366,1.07485
1367,1.07333
1368,1.07333
1369,1.06929
1370,1.06929
1371,1.07859
1372,1.0707
1373,1.07552
1374,1.07718
1375,1.06916
1376,1.07458
1377,1.07055
1378,1.07584
1379,1.07201
1380,1.06988
1381,1.0767
1382,1.0769
1383,1.07315
1384,1.07638
1385,1.07539
1386,1.07595
1387,1.07468
1388,1.07569
1389,1.07542
1390,1.0731
1391,1.07294
1392,1.07538
1393,1.07495
1394,1.07434
1395,1.07624
1396,1.07356
1397,1.0776
1398,1.07315
1399,1.07666
1400,1.07419
1401,1.0765
1402,1.0765
1403,1.0739
1404,1.07471
1405,1.07588
1406,1.07834
1407,1.07416
1408,1.07656
1409,1.07402
1410,1.07474
1411,1.0712
1412,1.07888
1413,1.06803
1414,1.07805
1415,1.07506
1416,1.07256
1417,1.07515
1418,1.07167
1419,1.06964
1420,1.07519
1421,1.07334
1422,1.07152
1423,1.07099
1424,1.07099
1425,1.0722
1426,1.06944
1427,1.07356
1428,1.07635
1429,1.06663
1430,1.07381
1431,1.0689
1432,1.07622
1433,1.0684
1434,1.07269
1435,1.07685
1436,1.07507
1437,1.07157
1438,1.07736
1439,1.07952
1440,1.06631
1441,1.07632
1442,1.07148
1443,1.0755
1444,1.07223
1445,1.07412
1446,1.07535
1447,1.07236
1448,1.07202
1449,1.07274
1450,1.07777
1451,1.07489
1452,1.07522
1453,1.06952
1454,1.07164
1455,1.07215
1456,1.07747
1457,1.07575
1458,1.07273
1459,1.07624
1460,1.07428
1461,1.0755
1462,1.07547
1463,1.07407
1464,1.075
1465,1.07589
1466,1.07435
1467,1.07711
1468,1.06943
1469,1.07739
1470,1.07411
1471,1.074
1472,1.07645
1473,1.07645
1474,1.07479
1475,1.07486
1476,1.07582
1477,1.0717
1478,1.07392
1479,1.07584
1480,1.07436
1481,1.07741
1482,1.07324
1483,1.07713
1484,1.06965
1485,1.08308
1486,1.06707
1487,1.0789
1488,1.06625
1489,1.07298
1490,1.0723
1491,1.07551
1492,1.06688
1493,1.07884
1494,1.07101
1495,1.07603
1496,1.06971
1497,1.0717
1498,1.07331
1499,1.07446
1500,1.07297
1501,1.07396
1502,1.06866
1503,1.07863
1504,1.0732
1505,1.0707
1506,1.07606
1507,1.07221
1508,1.0726
1509,1.07314
1510,1.07526
1511,1.07153
1512,1.07749
1513,1.07361
1514,1.07704
1515,1.07554
1516,1.07636
1517,1.07404
1518,1.07774
1519,1.07201
1520,1.07001
1521,1.07393
1522,1.07253
1523,1.0773
1524,1.06945
1525,1.07602
1526,1.07353
1527,1.0786
1528,1.07925
1529,1.07391
1530,1.08071
1531,1.07168
1532,1.07693
1533,1.07761
1534,1.07292
1535,1.07118
1536,1.07564
1537,1.07264
1538,1.06891
1539,1.07684
1540,1.06764
1541,1.0757
1542,1.07155
1543,1.07481
1544,1.07111
1545,1.07465
1546,1.07224
1547,1.07545
1548,1.06832
1549,1.07876
1550,1.07554
1551,1.0718
1552,1.07763
1553,1.07368
1554,1.07223
1555,1.07534
1556,1.07272
1557,1.07641
1558,1.07414
1559,1.07414
1560,1.07295
1561,1.07521
1562,1.07481
1563,1.07393
1564,1.07076
1565,1.07508
1566,1.07825
1567,1.074
1568,1.07616
1569,1.07372
1570,1.07517
1571,1.07297
1572,1.07749
1573,1.07297
1574,1.07073
1575,1.07511
1576,1.07461
1577,1.07491
1578,1.07414
1579,1.0691
1580,1.07469
1581,1.07353
1582,1.07306
1583,1.07374
1584,1.07139
1585,1.07346
1586,1.07548
1587,1.07289
1588,1.07811
1589,1.07982
1590,1.07746
1591,1.07051
1592,1.07981
1593,1.07284
1594,1.0783
1595,1.07541
1596,1.075
1597,1.07576
1598,1.07331
1599,1.07689
1600,1.06925
1601,1.07291
1602,1.07126
1603,1.07209
1604,1.074
1605,1.07416
1606,1.07574
1607,1.06968
1608,1.07235
1609,1.07334
1610,1.07316
1611,1.07603
1612,1.074
1613,1.07657
1614,1.07214
1615,1.07223
1616,1.0708
1617,1.07505
1618,1.07313
1619,1.07158
1620,1.076
1621,1.07418
1622,1.0753
1623,1.07341
1624,1.07925
1625,1.07083
1626,1.07865
1627,1.06941
1628,1.08284
1629,1.07317
1630,1.07809
1631,1.0697
1632,1.07652
1633,1.06901
1634,1.08157
1635,1.0689
1636,1.07811
1637,1.06944
